date,marketcap,price
11/21/2016,11698900000,731.26
11/22/2016,11834200000,739.64
11/23/2016,12029000000,751.74
11/24/2016,11916500000,744.62
11/25/2016,11851100000,740.44
11/26/2016,11869600000,741.51
11/27/2016,11773800000,735.44
11/28/2016,11727800000,732.48
11/29/2016,11790900000,736.33
11/30/2016,11791600000,736.28
12/1/2016,11949200000,746.05
12/2/2016,12134800000,757.54
12/3/2016,12467800000,778.25
12/4/2016,12363600000,771.64
12/5/2016,12393100000,773.39
12/6/2016,12159400000,758.72
12/7/2016,12248900000,764.21
12/8/2016,12312500000,768.08
12/9/2016,12344000000,769.94
12/10/2016,12394500000,773.02
12/11/2016,12423600000,774.75
12/12/2016,12349800000,770.04
12/13/2016,12521500000,780.65
12/14/2016,12512900000,780
12/15/2016,12511700000,780.07
12/16/2016,12498800000,778.96
12/17/2016,12599600000,785.17
12/18/2016,12694800000,791.01
12/19/2016,12691100000,790.69
12/20/2016,12717600000,792.25
12/21/2016,12853700000,800.64
12/22/2016,13393800000,834.18
12/23/2016,13888600000,864.89
12/24/2016,14810300000,922.18
12/25/2016,14450100000,899.65
12/26/2016,14407800000,896.9
12/27/2016,14593300000,908.35
12/28/2016,15020500000,934.83
12/29/2016,15670000000,975.13
12/30/2016,15630200000,972.53
12/31/2016,15440700000,960.63
1/1/2017,15491200000,963.66
1/2/2017,16055100000,998.62
1/3/2017,16426600000,1021.6
1/4/2017,16795400000,1044.4
1/5/2017,18604000000,1156.73
1/6/2017,16314100000,1014.24
1/7/2017,14534400000,903.49
1/8/2017,14611400000,908.17
1/9/2017,14694900000,913.24
1/10/2017,14522600000,902.44
1/11/2017,14615700000,908.12
1/12/2017,12477600000,775.18
1/13/2017,12939100000,803.74
1/14/2017,13285200000,825.14
1/15/2017,13174300000,818.14
1/16/2017,13234600000,821.78
1/17/2017,13383900000,830.95
1/18/2017,14648900000,909.37
1/19/2017,14311700000,888.34
1/20/2017,14472100000,898.17
1/21/2017,14432000000,895.55
1/22/2017,14863600000,922.21
1/23/2017,14918800000,925.5
1/24/2017,14681400000,910.68
1/25/2017,14380700000,891.92
1/26/2017,14551200000,902.39
1/27/2017,14810400000,918.36
1/28/2017,14835800000,919.81
1/29/2017,14874000000,922.07
1/30/2017,14844900000,920.15
1/31/2017,14859700000,920.96
2/1/2017,15667900000,970.94
2/2/2017,15977800000,990
2/3/2017,16326100000,1011.46
2/4/2017,16648800000,1031.33
2/5/2017,16847400000,1043.52
2/6/2017,16605400000,1028.4
2/7/2017,16796600000,1040.14
2/8/2017,17156700000,1062.32
2/9/2017,17197100000,1064.7
2/10/2017,16083600000,995.63
2/11/2017,15976700000,988.9
2/12/2017,16214700000,1003.52
2/13/2017,16141500000,998.88
2/14/2017,16028000000,991.74
2/15/2017,16264100000,1006.21
2/16/2017,16289100000,1007.65
2/17/2017,16589600000,1026.12
2/18/2017,16964800000,1049.21
2/19/2017,17056600000,1054.76
2/20/2017,16960200000,1048.69
2/21/2017,17456900000,1079.28
2/22/2017,18033400000,1114.8
2/23/2017,18075200000,1117.27
2/24/2017,18974400000,1172.71
2/25/2017,18939500000,1170.41
2/26/2017,18518900000,1144.27
2/27/2017,18837300000,1163.78
2/28/2017,19113600000,1180.72
3/1/2017,19104800000,1180.04
3/2/2017,19829800000,1224.68
3/3/2017,20253700000,1250.71
3/4/2017,20688800000,1277.43
3/5/2017,20316000000,1254.29
3/6/2017,20531900000,1267.47
3/7/2017,20627100000,1273.21
3/8/2017,19819800000,1223.23
3/9/2017,18640900000,1150.35
3/10/2017,19275300000,1189.36
3/11/2017,18093700000,1116.32
3/12/2017,19073300000,1176.62
3/13/2017,19807700000,1221.78
3/14/2017,19978200000,1232.16
3/15/2017,20110400000,1240.16
3/16/2017,20293700000,1251.33
3/17/2017,19141800000,1180.16
3/18/2017,17838700000,1099.69
3/19/2017,15846000000,976.73
3/20/2017,16829800000,1037.24
3/21/2017,17125600000,1055.36
3/22/2017,18187100000,1120.65
3/23/2017,17043400000,1050.05
3/24/2017,16857000000,1038.45
3/25/2017,15204800000,936.54
3/26/2017,15814800000,974.01
3/27/2017,15785000000,972.05
3/28/2017,16964500000,1044.58
3/29/2017,16990900000,1046.08
3/30/2017,16929800000,1042.21
3/31/2017,16679000000,1026.64
4/1/2017,17413000000,1071.71
4/2/2017,17559400000,1080.61
4/3/2017,17924600000,1102.95
4/4/2017,18619000000,1145.52
4/5/2017,18435700000,1134.14
4/6/2017,18302600000,1125.81
4/7/2017,19168500000,1178.94
4/8/2017,19068600000,1172.65
4/9/2017,19134400000,1176.57
4/10/2017,19311200000,1187.3
4/11/2017,19316000000,1187.46
4/12/2017,19600800000,1204.81
4/13/2017,19541300000,1201.02
4/14/2017,19043800000,1170.33
4/15/2017,18996500000,1167.3
4/16/2017,19085100000,1172.61
4/17/2017,19260500000,1183.25
4/18/2017,19433800000,1193.77
4/19/2017,19734800000,1212.13
4/20/2017,19719900000,1211.08
4/21/2017,20020700000,1229.42
4/22/2017,19913900000,1222.71
4/23/2017,20066200000,1231.92
4/24/2017,19705400000,1209.63
4/25/2017,20372300000,1250.45
4/26/2017,20627900000,1265.99
4/27/2017,20889200000,1281.88
4/28/2017,21476000000,1317.74
4/29/2017,21479800000,1317.84
4/30/2017,21548400000,1321.87
5/1/2017,21981800000,1348.3
5/2/2017,23170200000,1421.03
5/3/2017,23707100000,1453.78
5/4/2017,24311900000,1490.72
5/5/2017,25133100000,1540.87
5/6/2017,25395600000,1556.81
5/7/2017,25768500000,1579.47
5/8/2017,26056500000,1596.92
5/9/2017,28132200000,1723.89
5/10/2017,28668100000,1756.52
5/11/2017,29060600000,1780.37
5/12/2017,30131100000,1845.76
5/13/2017,28132300000,1723.12
5/14/2017,29405100000,1800.86
5/15/2017,29532600000,1808.44
5/16/2017,28446300000,1741.7
5/17/2017,28204800000,1726.73
5/18/2017,29710500000,1818.7
5/19/2017,30999000000,1897.37
5/20/2017,32422400000,1984.24
5/21/2017,33779400000,2067.03
5/22/2017,33393600000,2043.19
5/23/2017,35822600000,2191.56
5/24/2017,37949200000,2321.37
5/25/2017,39995400000,2446.24
5/26/2017,37950600000,2320.89
5/27/2017,35917100000,2196.27
5/28/2017,33595900000,2054.08
5/29/2017,35323500000,2159.43
5/30/2017,36897000000,2255.36
5/31/2017,35786700000,2187.19
6/1/2017,37446200000,2288.33
6/2/2017,39344600000,2404.03
6/3/2017,40817100000,2493.72
6/4/2017,41708200000,2547.79
6/5/2017,41133900000,2512.4
6/6/2017,44061000000,2690.84
6/7/2017,46989800000,2869.38
6/8/2017,44557100000,2720.49
6/9/2017,45987100000,2807.44
6/10/2017,46331400000,2828.14
6/11/2017,48208700000,2942.41
6/12/2017,48391200000,2953.22
6/13/2017,43934100000,2680.91
6/14/2017,44528300000,2716.88
6/15/2017,40971300000,2499.58
6/16/2017,40484100000,2469.57
6/17/2017,41217200000,2514.01
6/18/2017,43539300000,2655.35
6/19/2017,41800600000,2549.03
6/20/2017,42498000000,2591.26
6/21/2017,44440800000,2709.43
6/22/2017,44143700000,2691.03
6/23/2017,44415900000,2707.34
6/24/2017,44932900000,2738.52
6/25/2017,42783800000,2607.25
6/26/2017,42514000000,2590.57
6/27/2017,40677900000,2478.45
6/28/2017,41906700000,2553.03
6/29/2017,42150300000,2567.56
6/30/2017,41689100000,2539.24
7/1/2017,40928200000,2492.6
7/2/2017,40010500000,2436.4
7/3/2017,41037200000,2498.56
7/4/2017,42067900000,2561
7/5/2017,42760800000,2602.87
7/6/2017,42851400000,2608.1
7/7/2017,42864200000,2608.59
7/8/2017,41417700000,2520.27
7/9/2017,42283200000,2572.61
7/10/2017,41509000000,2525.25
7/11/2017,39224200000,2385.89
7/12/2017,38355900000,2332.77
7/13/2017,39511000000,2402.7
7/14/2017,38823100000,2360.59
7/15/2017,36681300000,2230.12
7/16/2017,32767600000,1991.98
7/17/2017,31795000000,1932.62
7/18/2017,36749400000,2233.52
7/19/2017,38227800000,2323.08
7/20/2017,37356800000,2269.89
7/21/2017,46719000000,2838.41
7/22/2017,43929600000,2668.63
7/23/2017,46231100000,2808.1
7/24/2017,44995600000,2732.7
7/25/2017,45410100000,2757.5
7/26/2017,42455000000,2577.77
7/27/2017,41816500000,2538.71
7/28/2017,44144400000,2679.73
7/29/2017,46246700000,2807.02
7/30/2017,44890700000,2724.39
7/31/2017,45535800000,2763.24
8/1/2017,47321800000,2871.3
8/2/2017,44950800000,2727.13
8/3/2017,44666400000,2709.56
8/4/2017,46276200000,2806.93
8/5/2017,47778200000,2897.63
8/6/2017,53720900000,3257.61
8/7/2017,52987300000,3212.78
8/8/2017,55590300000,3370.22
8/9/2017,56424900000,3420.4
8/10/2017,55134700000,3341.84
8/11/2017,55668000000,3373.82
8/12/2017,60242100000,3650.63
8/13/2017,64034100000,3880.04
8/14/2017,67112300000,4066.1
8/15/2017,71425500000,4326.99
8/16/2017,69342700000,4200.34
8/17/2017,72389100000,4384.44
8/18/2017,71406500000,4324.34
8/19/2017,68333100000,4137.75
8/20/2017,69192700000,4189.31
8/21/2017,67567100000,4090.48
8/22/2017,66051000000,3998.35
8/23/2017,67553000000,4089.01
8/24/2017,68363900000,4137.6
8/25/2017,71595100000,4332.82
8/26/2017,72249100000,4372.06
8/27/2017,71809200000,4345.1
8/28/2017,72467900000,4384.45
8/29/2017,72553800000,4389.21
8/30/2017,75556600000,4570.36
8/31/2017,75322300000,4555.59
9/1/2017,77748400000,4701.76
9/2/2017,81060600000,4901.42
9/3/2017,75841700000,4585.27
9/4/2017,75955500000,4591.63
9/5/2017,69954400000,4228.29
9/6/2017,72418700000,4376.59
9/7/2017,75945000000,4589.14
9/8/2017,76220200000,4605.16
9/9/2017,70017200000,4229.81
9/10/2017,70018100000,4229.34
9/11/2017,68256000000,4122.47
9/12/2017,69033400000,4168.88
9/13/2017,68432200000,4131.98
9/14/2017,64191600000,3875.37
9/15/2017,52453500000,3166.3
9/16/2017,60271600000,3637.75
9/17/2017,59757800000,3606.28
9/18/2017,59514100000,3591.09
9/19/2017,67520300000,4073.79
9/20/2017,64918500000,3916.36
9/21/2017,64677600000,3901.47
9/22/2017,60152300000,3628.02
9/23/2017,60190000000,3629.92
9/24/2017,62954300000,3796.15
9/25/2017,61061100000,3681.58
9/26/2017,65161000000,3928.41
9/27/2017,64579200000,3892.94
9/28/2017,69633200000,4197.13
9/29/2017,69219200000,4171.62
9/30/2017,69136600000,4166.11
10/1/2017,72047300000,4341.05
10/2/2017,72963200000,4395.81
10/3/2017,73181300000,4408.46
10/4/2017,71712500000,4319.37
10/5/2017,70233700000,4229.88
10/6/2017,71810600000,4324.46
10/7/2017,72565100000,4369.35
10/8/2017,73575400000,4429.67
10/9/2017,76656500000,4614.52
10/10/2017,79351800000,4776.21
10/11/2017,79578200000,4789.25
10/12/2017,80256700000,4829.58
10/13/2017,90812400000,5464.16
10/14/2017,93803000000,5643.53
10/15/2017,97011900000,5835.96
10/16/2017,94559000000,5687.57
10/17/2017,95469300000,5741.58
10/18/2017,93190200000,5603.82
10/19/2017,92867000000,5583.74
10/20/2017,94947900000,5708.11
10/21/2017,99763200000,5996.79
10/22/2017,1.00E+11,6036.66
10/23/2017,99941600000,6006
10/24/2017,98781600000,5935.52
10/25/2017,91954200000,5524.6
10/26/2017,95685100000,5747.95
10/27/2017,98225400000,5899.74
10/28/2017,96369600000,5787.82
10/29/2017,95819800000,5754.44
10/30/2017,1.02E+11,6114.85
10/31/2017,1.02E+11,6132.02
11/1/2017,1.07E+11,6440.97
11/2/2017,1.13E+11,6777.77
11/3/2017,1.18E+11,7087.53
11/4/2017,1.19E+11,7164.48
11/5/2017,1.23E+11,7404.52
11/6/2017,1.23E+11,7403.22
11/7/2017,1.17E+11,7023.1
11/8/2017,1.19E+11,7141.38
11/9/2017,1.24E+11,7446.83
11/10/2017,1.20E+11,7173.73
11/11/2017,1.10E+11,6618.61
11/12/2017,1.05E+11,6295.45
11/13/2017,99029000000,5938.25
11/14/2017,1.09E+11,6561.48
11/15/2017,1.11E+11,6634.76
11/16/2017,1.22E+11,7323.24
11/17/2017,1.31E+11,7853.57
11/18/2017,1.28E+11,7697.21
11/19/2017,1.30E+11,7766.03
11/20/2017,1.34E+11,8039.07
11/21/2017,1.37E+11,8205.74
11/22/2017,1.35E+11,8077.95
11/23/2017,1.37E+11,8232.38
11/24/2017,1.35E+11,8074.02
11/25/2017,1.38E+11,8241.71
11/26/2017,1.47E+11,8789.04
11/27/2017,1.56E+11,9352.72
11/28/2017,1.64E+11,9823.43
11/29/2017,1.68E+11,10077.4
11/30/2017,1.66E+11,9906.79
12/1/2017,1.70E+11,10198.6
12/2/2017,1.83E+11,10978.3
12/3/2017,1.85E+11,11082.7
12/4/2017,1.89E+11,11315.4
12/5/2017,1.95E+11,11685.7
12/6/2017,1.99E+11,11923.4
12/7/2017,2.39E+11,14266.1
12/8/2017,2.98E+11,17802.9
12/9/2017,2.76E+11,16523.3
12/10/2017,2.54E+11,15168.4
12/11/2017,2.58E+11,15427.4
12/12/2017,2.83E+11,16919.8
12/13/2017,2.93E+11,17500
12/14/2017,2.74E+11,16384.6
12/15/2017,2.78E+11,16601.3
12/16/2017,2.97E+11,17760.3
12/17/2017,3.26E+11,19475.8
12/18/2017,3.20E+11,19106.4
12/19/2017,3.20E+11,19118.3
12/20/2017,2.98E+11,17760.3
12/21/2017,2.79E+11,16642.4
12/22/2017,2.66E+11,15898
12/23/2017,2.34E+11,13948.7
12/24/2017,2.45E+11,14608.2
12/25/2017,2.35E+11,13995.9
12/26/2017,2.35E+11,14036.6
12/27/2017,2.71E+11,16163.5
12/28/2017,2.66E+11,15864.1
12/29/2017,2.46E+11,14695.8
12/30/2017,2.46E+11,14681.9
12/31/2017,2.16E+11,12897.7
1/1/2018,2.37E+11,14112.2
1/2/2018,2.29E+11,13625
1/3/2018,2.51E+11,14978.2
1/4/2018,2.56E+11,15270.7
1/5/2018,2.60E+11,15477.2
1/6/2018,2.93E+11,17462.1
1/7/2018,2.94E+11,17527.3
1/8/2018,2.77E+11,16476.2
1/9/2018,2.54E+11,15123.7
1/10/2018,2.45E+11,14588.5
1/11/2018,2.51E+11,14968.2
1/12/2018,2.26E+11,13453.9
1/13/2018,2.34E+11,13952.4
1/14/2018,2.41E+11,14370.8
1/15/2018,2.31E+11,13767.3
1/16/2018,2.33E+11,13836.1
1/17/2018,1.92E+11,11431.1
1/18/2018,1.88E+11,11198.8
1/19/2018,1.92E+11,11429.8
1/20/2018,1.96E+11,11656.2
1/21/2018,2.17E+11,12889.2
1/22/2018,1.96E+11,11633.1
1/23/2018,1.84E+11,10944.5
1/24/2018,1.83E+11,10903.4
1/25/2018,1.92E+11,11421.7
1/26/2018,1.89E+11,11256
1/27/2018,1.88E+11,11174.9
1/28/2018,1.93E+11,11475.3
1/29/2018,1.98E+11,11755.5
1/30/2018,1.90E+11,11306.8
1/31/2018,1.70E+11,10108.2
2/1/2018,1.72E+11,10237.3
2/2/2018,1.54E+11,9142.28
2/3/2018,1.49E+11,8852.12
2/4/2018,1.55E+11,9175.7
2/5/2018,1.39E+11,8270.54
2/6/2018,1.19E+11,7051.75
2/7/2018,1.31E+11,7755.49
2/8/2018,1.29E+11,7637.86
2/9/2018,1.39E+11,8271.84
2/10/2018,1.47E+11,8720.08
2/11/2018,1.45E+11,8616.13
2/12/2018,1.37E+11,8141.43
2/13/2018,1.51E+11,8926.72
2/14/2018,1.45E+11,8599.92
2/15/2018,1.60E+11,9488.32
2/16/2018,1.71E+11,10135.7
2/17/2018,1.72E+11,10207.5
2/18/2018,1.88E+11,11123.4
2/19/2018,1.78E+11,10552.6
2/20/2018,1.90E+11,11231.8
2/21/2018,1.92E+11,11372.2
2/22/2018,1.80E+11,10660.4
2/23/2018,1.68E+11,9937.07
2/24/2018,1.74E+11,10287.7
2/25/2018,1.65E+11,9796.42
2/26/2018,1.63E+11,9669.43
2/27/2018,1.76E+11,10393.9
2/28/2018,1.81E+11,10687.2
3/1/2018,1.75E+11,10385
3/2/2018,1.85E+11,10977.4
3/3/2018,1.88E+11,11101.9
3/4/2018,1.94E+11,11497.4
3/5/2018,1.95E+11,11532.4
3/6/2018,1.94E+11,11500.1
3/7/2018,1.83E+11,10803.9
3/8/2018,1.68E+11,9951.44
3/9/2018,1.59E+11,9414.69
3/10/2018,1.58E+11,9350.59
3/11/2018,1.50E+11,8852.78
3/12/2018,1.62E+11,9602.93
3/13/2018,1.55E+11,9173.04
3/14/2018,1.56E+11,9214.65
3/15/2018,1.40E+11,8290.76
3/16/2018,1.41E+11,8322.91
3/17/2018,1.41E+11,8321.91
3/18/2018,1.34E+11,7890.52
3/19/2018,1.41E+11,8344.12
3/20/2018,1.46E+11,8619.67
3/21/2018,1.51E+11,8937.48
3/22/2018,1.51E+11,8939.44
3/23/2018,1.48E+11,8736.25
3/24/2018,1.51E+11,8901.95
3/25/2018,1.46E+11,8612.81
3/26/2018,1.44E+11,8498.47
3/27/2018,1.39E+11,8200
3/28/2018,1.33E+11,7836.83
3/29/2018,1.35E+11,7979.07
3/30/2018,1.22E+11,7171.45
3/31/2018,1.17E+11,6892.48
4/1/2018,1.19E+11,7003.06
4/2/2018,1.16E+11,6844.86
4/3/2018,1.20E+11,7102.26
4/4/2018,1.26E+11,7456.41
4/5/2018,1.16E+11,6848.65
4/6/2018,1.16E+11,6815.96
4/7/2018,1.12E+11,6630.51
4/8/2018,1.17E+11,6919.98
4/9/2018,1.20E+11,7044.32
4/10/2018,1.15E+11,6795.44
4/11/2018,1.16E+11,6843.47
4/12/2018,1.18E+11,6955.38
4/13/2018,1.34E+11,7901.09
4/14/2018,1.34E+11,7874.67
4/15/2018,1.36E+11,7999.33
4/16/2018,1.42E+11,8337.57
4/17/2018,1.37E+11,8071.66
4/18/2018,1.35E+11,7944.43
4/19/2018,1.39E+11,8159.27
4/20/2018,1.41E+11,8286.88
4/21/2018,1.50E+11,8848.79
4/22/2018,1.52E+11,8925.06
4/23/2018,1.49E+11,8794.39
4/24/2018,1.52E+11,8934.34
4/25/2018,1.65E+11,9701.03
4/26/2018,1.51E+11,8867.32
4/27/2018,1.58E+11,9290.63
4/28/2018,1.52E+11,8939.27
4/29/2018,1.59E+11,9346.41
4/30/2018,1.60E+11,9426.11
5/1/2018,1.57E+11,9251.47
5/2/2018,1.55E+11,9104.6
5/3/2018,1.57E+11,9233.97
5/4/2018,1.65E+11,9695.5
5/5/2018,1.65E+11,9700.28
5/6/2018,1.68E+11,9845.31
5/7/2018,1.64E+11,9645.67
5/8/2018,1.60E+11,9380.87
5/9/2018,1.57E+11,9223.73
5/10/2018,1.59E+11,9325.96
5/11/2018,1.54E+11,9052.96
5/12/2018,1.44E+11,8441.44
5/13/2018,1.45E+11,8515.49
5/14/2018,1.48E+11,8713.1
5/15/2018,1.48E+11,8705.19
5/16/2018,1.45E+11,8504.41
5/17/2018,1.43E+11,8370.05
5/18/2018,1.38E+11,8091.83
5/19/2018,1.41E+11,8255.73
5/20/2018,1.41E+11,8246.99
5/21/2018,1.45E+11,8522.33
5/22/2018,1.44E+11,8419.87
5/23/2018,1.37E+11,8037.08
5/24/2018,1.29E+11,7561.12
